"id";"developer";"name";"platform";"publisher";"release_date";"score"
18861;"Cyanide";"A Game of Thrones: Genesis";"pc";"Focus Home Interactive";"2011-09-28";"53"
18862;"Edmund McMillen, Florian Himsl";"The Binding of Isaac";"pc";"Edmund McMillen";"2011-09-28";"84"
18863;"Team 17";"Worms Ultimate Mayhem";"pc";"Team 17";"2011-09-28";"66"
18864;"Camel 101";"Orczz";"pc";"Camel 101";"2011-09-28";""
18865;"Alawar Entertainment, Inc";"Heroes of Hellas 3: Athens";"pc";"Alawar Entertainment, Inc";"2011-09-28";""
18866;"Playrix Entertainment";"4 Elements II";"pc";"Playrix Entertainment";"2011-09-28";""
18867;"Ubisoft Reflections";"Driver: San Francisco";"pc";"Ubisoft";"2011-09-27";"80"
18868;"Kalypso";"Dungeons: The Dark Lord";"pc";"Kalypso";"2011-09-27";"72"
18869;"Electronic Arts";"FIFA Soccer 12";"pc";"Electronic Arts";"2011-09-27";"89"
18870;"";"Fallout: New Vegas - Courier's Stash";"pc";"";"2011-09-27";"tbd"
18871;"";"Fallout: New Vegas - Gun Runner's Arsenal";"pc";"";"2011-09-27";"tbd"
18872;"Platine Dispositif";"GundeadliGne";"pc";"Rockin' Android";"2011-09-27";""
18873;"Platine Dispositif";"Gundemonium Recollection";"pc";"Rockin' Android";"2011-09-27";""
18874;"Platine Dispositif";"Gundemonium Collection";"pc";"Rockin' Android";"2011-09-27";""
18875;"Paragon Studios";"City of Heroes Freedom";"pc";"NCSOFT";"2011-09-27";""
18876;"Turbine Inc.";"The Lord of the Rings Online: Rise of Isengard";"pc";"Warner Bros. Interactive Entertainment";"2011-09-27";""
18877;"Konami";"Pro Evolution Soccer 2012";"pc";"Konami";"2011-09-27";"77"
18878;"Tiny Speck";"Glitch (2011)";"pc";"Tiny Speck";"2011-09-27";""
18879;"";"Total War: Shogun 2 - Rise of the Samurai";"pc";"";"2011-09-27";"84"
18880;"Platine Dispositif";"Hitogata Happa";"pc";"Rockin' Android";"2011-09-27";""
18881;"Coffee Stain Studios";"Sanctum: Aftermath";"pc";"Coffee Stain Studios";"2011-09-26";""
18882;"Coffee Stain Studios";"Sanctum: Aftershock";"pc";"Coffee Stain Studios";"2011-09-26";""
18883;"Coffee Stain Studios";"Sanctum: Killing Floor";"pc";"Coffee Stain Studios";"2011-09-26";""
18884;"Coffee Stain Studios";"Sanctum: Penetrator";"pc";"Coffee Stain Studios";"2011-09-26";""
18885;"Coffee Stain Studios";"Sanctum: Violator";"pc";"Coffee Stain Studios";"2011-09-26";""
18886;"Riot Games";"League of Legends: Dominion";"pc";"Riot Games";"2011-09-26";""
18887;"Neverball Team";"Neverball";"pc";"Neverball Team";"2011-09-26";""
18888;"SwanActive Games";"Eight Days In Convoke";"pc";"SwanActive Games";"2011-09-25";""
18889;"Uncanny Games";"OIO";"pc";"Uncanny Games";"2011-09-24";""
18890;"RailSimulator.com";"Railworks 3: Train Simulator 2012";"pc";"RailSimulator.com";"2011-09-23";"67"
18891;"Uncanny";"OIO The Game";"pc";"Uncanny";"2011-09-23";"75"
18892;"Total Eclipse";"The Clockwork Man: The Hidden World";"pc";"Total Eclipse";"2011-09-23";""
18893;"Interwave Studios";"Nuclear Dawn";"pc";"Viva Media
                                                            
                                                    

                                                            
                                                        Viva Media,";"2011-09-22";"71"
18894;"";"Call of Duty: Black Ops - Rezurrection";"pc";"Activision";"2011-09-22";"tbd"
18895;"";"Might & Magic: Clash of Heroes";"pc";"Ubisoft";"2011-09-22";"76"
18896;"";"Hector: Badge of Carnage - Episode 3: Beyond Reasonable Doom";"pc";"";"2011-09-22";"70"
18897;"T3 Entertainment";"Hellgate: Tokyo";"pc";"Hanbitsoft
                                                            
                                                    

                                                            
                                                        RedBana";"2011-09-22";""
18898;"Warfare Studios";"Shining Plume 2";"pc";"Warfare Studios";"2011-09-22";""
18899;"";"Might & Magic: Clash of Heroes - I Am the Boss";"pc";"";"2011-09-22";"tbd"
18900;"Radon Labs";"Drakensang: Complete Saga";"pc";"ValuSoft";"2011-09-21";""
18901;"NGD Studios";"Bunch of Heroes";"pc";"NGD Studios";"2011-09-21";""
18902;"Pixel Elephant";"Puzzled Rabbit";"pc";"Pixel Elephant";"2011-09-21";""
18903;"Wolfgame";"SilverQuest";"pc";"Wolfgame";"2011-09-21";""
18904;"Freebird Games";"The Mirror Lied";"pc";"Freebird Games";"2011-09-21";""
18905;"Stairway Games";"Rusty Hearts";"pc";"Perfect World Entertainment";"2011-09-20";"79"
18906;"Codemasters";"F1 2011";"pc";"Codemasters";"2011-09-20";"83"
18907;"";"Fallout: New Vegas - Lonesome Road";"pc";"";"2011-09-20";"57"
18908;"ValuSoft";"Casino Chaos with Las Vegas Players Collection";"pc";"THQ";"2011-09-20";""
18909;"Goodgame Studios";"GOODGAME EMPIRE";"pc";"Goodgame Studios";"2011-09-20";""
18910;"Great Games";"Bridge Baron 22";"pc";"Great Games";"2011-09-20";""
18911;"Blue Byte";"Castle Empire";"pc";"Ubisoft";"2011-09-19";""
18912;"Zeroscale";"Demolition Inc.";"pc";"Zeroscale";"2011-09-19";""
18913;"Digital Haven Entertainment";"Navigator";"pc";"Digital Haven Entertainment";"2011-09-19";""
18914;"Cateia Games";"Tibor: Tale of a Kind Vampire";"pc";"Layernet";"2011-09-18";""
18915;"";"Pi";"pc";"";"2011-09-17";"tbd"
18916;"NeocoreGames";"King Arthur: Fallen Champions";"pc";"Paradox Interactive";"2011-09-16";"54"
18917;"WXP";"Xotic";"pc";"WXP";"2011-09-16";"67"
18918;"Valve Software";"Left 4 Dead 2: Death Toll";"pc";"Valve Software";"2011-09-16";""
18919;"Eagle Dynamics";"DCS: A-10C Warthog";"pc";"The Fighter Collection";"2011-09-15";"87"
18920;"PomPom Games";"Astro Tripper";"pc";"PomPom Games";"2011-09-15";""
18921;"timesymmetry";"Battle Tiers Invasion";"pc";"timesymmetry";"2011-09-15";""
18922;"Nadeo";"TrackMania 2 Canyon";"pc";"Ubisoft";"2011-09-14";"81"
18923;"";"Magic: The Gathering - Duels of the Planeswalkers 2012 - Expansion";"pc";"";"2011-09-14";"tbd"
18924;"GameHouse";"Mortimer Beckett and the Crimson Thief Premium Edition";"pc";"GameHouse";"2011-09-14";""
18925;"Playcorp";"Zombie Pirate Robot Attack";"pc";"Playcorp";"2011-09-14";""
18926;"Dan Fornace";"Super Smash Land";"pc";"Dan Fornace";"2011-09-14";""
18927;"Tripwire Interactive";"Red Orchestra 2: Heroes of Stalingrad";"pc";"Tripwire Interactive";"2011-09-13";"76"
18928;"Ubisoft";"Call of Juarez: The Cartel";"pc";"Ubisoft";"2011-09-13";"51"
18929;"Paradox Development Studio";"Sengoku";"pc";"Paradox Interactive";"2011-09-13";"70"
18930;"PopCap";"Escape the Emerald Star";"pc";"PopCap";"2011-09-13";""
18931;"Colossal Order";"Cities in Motion: German Cities";"pc";"Paradox Interactive";"2011-09-13";""
18932;"In-house";"Space Force: Constellations";"pc";"Dreamatrix";"2011-09-13";""
18933;"Realmforge Studios";"Dungeons";"pc";"Kalypso";"2011-02-15";"65"
18934;"Best Way";"Men of War: Vietnam";"pc";"1C";"2011-09-08";"68"
18935;"Sakura River Interactive";"Infinite Game Works: Episode 0";"pc";"Sakura River Interactive";"2011-09-08";""
18936;"Pingbit Games";"Fillogic";"pc";"Pingbit Games";"2011-09-08";""
18937;"Outspark";"Luvinia Online";"pc";"Outspark";"2011-09-08";""
18938;"ACE Team";"Rock of Ages";"pc";"Atlus";"2011-09-07";"74"
18939;"Team Xonotic";"Xonotic";"pc";"Team Xonotic";"2011-09-07";""
18940;"Techland";"Dead Island";"pc";"Deep Silver";"2011-09-06";"80"
18941;"";"Warhammer 40,000: Space Marine";"pc";"THQ";"2011-09-06";"74"
18942;"Wargaming.net";"World of Tanks";"pc";"Navarre Corp
                                                            
                                                    

                                                            
                                                        IGS Softwa";"2011-09-06";"80"
18943;"Electronic Arts";"Tiger Woods PGA Tour 12: The Masters";"pc";"Electronic Arts";"2011-09-06";"43"
18944;"WBIE";"DC Universe Online: Fight for the Light";"pc";"Sony Online Entertainment";"2011-09-06";""
18945;"Space Monkey Games Factory International";"Voodoo Chronicles: The First Sign";"pc";"ValuSoft";"2011-09-06";""
18946;"eFusion MMOG GmbH";"BlackShot Europe: The Asian Dragon";"pc";"eFusion MMOG GmbH";"2011-09-06";""
18947;"Paradox Interactive";"Pride of Nations: The Franco-Prussian War 1870";"pc";"Paradox Interactive";"2011-09-06";""
18948;"Softlab-NSK";"Rig'n'Roll Cut-Throat Highway";"pc";"1C";"2011-09-06";""
18949;"hockland";"Bipolar";"pc";"hockland";"2011-09-06";""
18950;"novemberdobby";"Rotion";"pc";"novemberdobby";"2011-09-05";""
18951;"French Rice Games";"Survivors of Ragnarok";"pc";"French Rice Games";"2011-09-03";""
18952;"Winter Wolves Game Studio";"Spirited Heart Girl's Love";"pc";"Winter Wolves Game Studio";"2011-09-02";""
18953;"Artix Entertainment, LLC";"Pony vs. Pony";"pc";"Artix Entertainment, LLC";"2011-09-02";""
18954;"NetDevil";"Jumpgate Evolution";"pc";"Codemasters";"2011-09-01";""
18955;"Meridian4";"Wasteland Angel";"pc";"Meridian4";"2011-09-01";""
18956;"";"Dragon Saga - New Origins: Into the Darkness";"pc";"";"2011-09-01";"tbd"
18957;"VSTEP";"Ship Simulator Extremes: Harbor Pilot";"pc";"Paradox Interactive";"2011-09-01";""
18958;"Other Ocean Interactive, NetherRealm Studios";"Mortal Kombat Arcade Kollection";"pc";"Warner Bros. Interactive Entertainment";"2011-08-31";""
18959;"Hothead Games";"The Baconing";"pc";"Hothead Games";"2011-08-31";"63"
18960;"Capcom";"Inserted Evil";"pc";"Capcom";"2011-08-31";""
18961;"TripleA Developers";"TripleA";"pc";"TripleA Developers";"2011-08-31";""
18962;"Haemimont";"Tropico 4";"pc";"Kalypso";"2011-08-30";"78"
18963;"Games Farm";"Air Conflicts: Secret Wars";"pc";"Kalypso";"2011-08-30";"65"
18964;"Paradox Interactive";"The Kings' Crusade: Teutonic Knights";"pc";"NeocoreGames";"2011-08-30";""
18965;"";"IGT Slots: Lucky Larry's Lobstermania";"pc";"Masque Publishing";"2011-08-30";""
18966;"";"The Sims Medieval: Pirates & Nobles";"pc";"Electronic Arts";"2011-08-30";"67"
18967;"Mommy's Best Games";"Serious Sam Double D";"pc";"Devolver Digital";"2011-08-30";"66"
18968;"Vanguard Games";"Gatling Gears";"pc";"Electronic Arts";"2011-08-30";""
18969;"FrozenSand";"Urban Terror";"pc";"FrozenSand";"2011-08-30";""
18970;"Hazardous Software";"Achron";"pc";"Hazardous Software";"2011-08-29";"54"
18971;"Mail.Ru";"Juggernaut";"pc";"Mail.Ru";"2011-08-29";""
18972;"FSFPS project contributors";"OpenArena";"pc";"FSFPS project contributors";"2011-08-28";""
18973;"Warfare Studios";"Shining Plume";"pc";"Warfare Studios";"2011-08-27";""
18974;"Cateia Games";"Fate of the Pharaoh";"pc";"Layernet";"2011-08-26";""
18975;"";"Hector: Badge of Carnage - Episode 2: Senseless Acts of Justice";"pc";"";"2011-08-25";"73"
18976;"Sony Online Entertainment";"EverQuest II: The War of Zek";"pc";"Sony Online Entertainment";"2011-08-25";""
18977;"";"Rich$tate";"pc";"";"2011-08-25";"tbd"
18978;"Straandlooper";"Hector: Badge of Carnage";"pc";"Telltale Games";"2011-08-25";""
18979;"Anaryu";"Aetherion";"pc";"Anaryu";"2011-08-25";""
18980;"Nixxes Software";"Deus Ex: Human Revolution";"pc";"Eidos Interactive
                                                            
                                                    

                                                            
                                                        Squar";"2011-08-23";"90"
18981;"Tindalos Interactive";"Stellar Impact";"pc";"Tindalos Interactive";"2011-08-22";"74"
18982;"Phantom EFX, Inc.";"Slot Quest: Wild West Shootout";"pc";"Phantom EFX, Inc.";"2011-08-22";""
18983;"LeKool";"Ninjawaz";"pc";"LeKool";"2011-08-22";""
18984;"klobit";"Rocketron: The Traveling Planet";"pc";"klobit";"2011-08-21";""
18985;"Rocket Games";"Farm 2";"pc";"Layernet";"2011-08-21";""
18986;"Cateia Games";"King's Legacy";"pc";"Layernet";"2011-08-20";""
18987;"ALT1";"Troy Online";"pc";"ALT1";"2011-08-19";""
18988;"Swing Swing Submarine";"Blocks That Matter";"pc";"Swing Swing Submarine";"2011-08-19";"72"
18989;"Ubisoft Montpellier";"From Dust";"pc";"Ubisoft";"2011-08-17";"76"
18990;"Gas Powered Games";"Age of Empires Online";"pc";"Microsoft Game Studios";"2011-08-16";"70"
18991;"Supergiant Games";"Bastion";"pc";"Warner Bros. Interactive Entertainment";"2011-08-16";"86"
18992;"21 Rocks, LLC";"6 Great Games";"pc";"21 Rocks, LLC";"2011-08-16";""
18993;"";"Hunting Unlimited: Expedition 3 Pack";"pc";"ValuSoft";"2011-08-16";""
18994;"";"Jerry Rice & Nitus' Dog Football";"pc";"Judo Baby";"2011-08-16";"tbd"
18995;"Big Sandwich Games, Inc.";"Hoard: Dynamite Roll!";"pc";"Big Sandwich Games, Inc.";"2011-08-16";""
18996;"exoSyphen Studios";"Hacker Evolution Duality";"pc";"exoSyphen Studios";"2011-08-15";""
18997;"MinMax Games Ltd.";"Space Pirates and Zombies";"pc";"MinMax Games Ltd.";"2011-08-15";"74"
18998;"Windstorm Studios";"Atomic City Adventures - The Case of the Black Dragon";"pc";"Windstorm Studios";"2011-08-15";""
18999;"tiny Build GAMES";"No Time to Explain";"pc";"tiny Build GAMES";"2011-08-15";"54"
19000;"Damp Gnat";"Wonderputt";"pc";"";"2011-08-15";""
19001;"Cateia Games";"Medieval Battlefields";"pc";"Layernet";"2011-08-15";""
19002;"amireh";"Vertigo (2011)";"pc";"amireh";"2011-08-15";""
19003;"Valve Software";"Left 4 Dead 2: Blood Harvest";"pc";"Electronic Arts";"2011-08-12";""
19004;"Sunday Coders";"Marball Odyssey";"pc";"Sunday Coders";"2011-08-12";""
19005;"Two Tribes, Mobigame";"Edge";"pc";"Two Tribes";"2011-08-11";"74"
19006;"";"Sid Meier's Civilization V: Civilization and Scenario Pack - Korea";"pc";"";"2011-08-11";"tbd"
19007;"Firaxis Games";"Sid Meier's Civilization V: Wonders of the Ancient World Scenario Pack";"pc";"2K Games";"2011-08-11";""
19008;"Ido Yehieli";"Cardinal Quest";"pc";"Ido Yehieli";"2011-08-11";""
19009;"Paradox Interactive";"Pride of Nations: American Civil War 1862";"pc";"Paradox Interactive";"2011-08-10";""
19010;"Total Eclipse";"The Clockwork Man";"pc";"Total Eclipse";"2011-08-10";""
19011;"Sydan";"Tumball";"pc";"Sydan";"2011-08-10";""
19012;"The Sims Studio";"The Sims Social";"pc";"Electronic Arts";"2011-08-09";""
19013;"GameMill Publishing";"Hidden Mysteries: Royal Family Secrets";"pc";"GameMill Publishing";"2011-08-09";""
19014;"Waterlily Games";"Dracula: Love Kills";"pc";"Activision";"2011-08-09";""
19015;"menrvagames";"Invidia 422AC";"pc";"menrvagames";"2011-08-09";""
19016;"Aldorlea Games";"Millennium 4: Beyond Sunset";"pc";"Aldorlea Games";"2011-08-07";""
19017;"Orator Games";"Thunder Fleets";"pc";"Orator Games";"2011-08-06";""
19018;"Mythyn Interactive";"Linkrealms";"pc";"Mythyn Interactive";"2011-08-05";""
19019;"Giants Software";"Demolition Company: Gold Edition";"pc";"BigSims.com";"2011-08-04";""
19020;"Viva Media, Viva Media, LLC";"The Treasures of Mystery Island 3 Pack";"pc";"Viva Media
                                                            
                                                    

                                                            
                                                        Viva Media,";"2011-08-04";""
19021;"Splash Damage";"Brink: Agents of Change";"pc";"Bethesda Softworks";"2011-08-03";""
19022;"Koram Game Limited";"Clash of Kingdoms: Rise of Champions";"pc";"Koram Game Limited";"2011-08-03";""
19023;"Nitro Games";"Pirates of Black Cove";"pc";"Paradox Interactive";"2011-08-02";"56"
19024;"";"Silkroad Online: Legend VIII - Mysterious Temple of Jupiter";"pc";"Joymax";"2011-08-02";"tbd"
19025;"PLAYDEAD";"LIMBO";"pc";"PLAYDEAD";"2011-08-02";"88"
19026;"";"Red Faction: Armageddon - Path to War";"pc";"";"2011-08-02";"tbd"
19027;"Activision";"Mystery Legends: Phantom of the Opera";"pc";"Activision";"2011-08-02";""
19028;"";"S4 League: Season 2 - Iron Eyes";"pc";"";"2011-08-01";"tbd"
19029;"Big Fish Games";"Haunted Legends: The Queen of Spades";"pc";"";"2011-08-01";""
19030;"Streum On Studio";"E.Y.E: Divine Cybermancy";"pc";"Streum On Studio";"2011-07-29";"61"
19031;"EasyGameStation";"Chantelise: A Tale of Two Sisters";"pc";"Carpe Fulgur";"2011-07-29";"62"
19032;"";"Call of Duty: Black Ops - Annihilation";"pc";"";"2011-07-28";"tbd"
19033;"DNS Development";"Dead Horde";"pc";"DNS Development";"2011-07-27";"45"
19034;"Phantom EFX, Inc.";"Reel Deal Slots: Gods of Olympus";"pc";"Phantom EFX, Inc.";"2011-07-27";""
19035;"";"Section 8: Prejudice - Frontier Colonies Map Pack";"pc";"";"2011-07-27";"tbd"
19036;"Big Fish Games";"Fear for Sale: Mystery of McInroy Manor";"pc";"Activision";"2011-07-27";""
19037;"BTR Studios";"Breaking the Rules";"pc";"BTR Studios";"2011-07-27";""
19038;"The Sims Studio";"The Sims 3: Town Life Stuff";"pc";"Electronic Arts";"2011-07-26";""
19039;"BioWare";"Dragon Age II: Legacy";"pc";"Electronic Arts";"2011-07-26";"66"
19040;"Bit Composer";"Wildlife Park Tycoon";"pc";"Viva Media
                                                            
                                                    

                                                            
                                                        Viva Media,";"2011-07-26";""
19041;"THQ";"Hunting Unlimited Excursion 3 Pack";"pc";"THQ";"2011-07-26";""
19042;"Geex Games";"The Fall of Gods";"pc";"Aldorlea Games";"2011-07-26";""
19043;"Codemasters";"DiRT 3 X Games Asia Track Pack";"pc";"Codemasters";"2011-07-26";""
19044;"Alawar Entertainment, Inc";"The Treasures of Montezuma 3";"pc";"Alawar Entertainment, Inc";"2011-07-26";""
19045;"Endre Barth";"Dead Cyborg";"pc";"Endre Barth";"2011-07-25";""
19046;"Fish Factory Games";"Defy Gravity Extended";"pc";"Fish Factory Games";"2011-07-25";""
19047;"Valve Software";"Left 4 Dead 2: Dead Air";"pc";"Electronic Arts";"2011-07-22";""
19048;"EXTEND Interactive, LLC.";"A.R.E.S.: Berzerker Suit";"pc";"ORiGO GAMES";"2011-07-22";""
19049;"";"AaaaaAAaaaAAAaaAAAAaAAAAA!!! - Brutal Concussion";"pc";"";"2011-07-22";"tbd"
19050;"Colossal Order";"Cities in Motion: Metro Stations";"pc";"Paradox Interactive";"2011-07-22";""
19051;"Lunar Giant Studios";"Delve Deeper: Treasures and Tunnels";"pc";"Lunar Giant Studios";"2011-07-22";""
19052;"Zachtronics Industries";"SpaceChem: 63 Corvi";"pc";"Zachtronics Industries";"2011-07-22";""
19053;"EXOR Studios";"Zombie Driver: Summer of Slaughter";"pc";"EXOR Studios";"2011-07-22";""
19054;"Studio Super63";"Lucky Rabbit Reflex!";"pc";"Studio Super63";"2011-07-22";""
19055;"AGO Games";"The Asskickers";"pc";"AGO Games";"2011-07-21";"31"
19056;"F4";"Exalight";"pc";"F4";"2011-07-21";""
19057;"IceValk Entertainment";"G.R.U.N.T.S.";"pc";"IceValk Entertainment";"2011-07-21";""
19058;"";"Men of War: Assault Squad - Skirmish Pack";"pc";"";"2011-07-21";"tbd"
19059;"Mystic Box";"Runespell: Overture";"pc";"Mystic Box";"2011-07-20";"69"
19060;"kalamona";"10 Min Space Strategy";"pc";"kalamona";"2011-07-20";""
19061;"Kiwisauce";"Beret";"pc";"Kiwisauce";"2011-07-20";""
19062;"VomitOnLino";"Invaders: Corruption";"pc";"VomitOnLino";"2011-07-20";""
19063;"vdweller";"Metal Venture";"pc";"vdweller";"2011-07-20";""
19064;"Red Eclipse Team";"Red Eclipse";"pc";"Red Eclipse Team";"2011-07-20";""
19065;"ZaPx64";"Starfare";"pc";"ZaPx64";"2011-07-20";""
19066;"BattleGoat Studios";"Supreme Ruler: Cold War";"pc";"Paradox Interactive";"2011-07-19";"63"
19067;"";"Fallout: New Vegas - Old World Blues";"pc";"";"2011-07-19";"82"
19068;"YeaBoing";"Lucid";"pc";"YeaBoing";"2011-07-19";""
19069;"Secret Base";"Tobe's Vertical Adventure";"pc";"Secret Base";"2011-07-18";"75"
19070;"Paradox Interactive";"Pride of Nations: Spanish-American War 1898";"pc";"Paradox Interactive";"2011-07-18";""
19071;"Freeze Tag";"Unsolved Mystery Club: Ancient Astronauts";"pc";"Freeze Tag";"2011-07-17";""
